"FDT_STA_ID","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","FDT_SPG_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","Huc6_Vahu6","STA_CBP_NAME"
"2-CRG042.34","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 614 BRIDGE",2,"AW","AMBNT",37.53583333,-80.03444445,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Mill Creek-Craig Creek",20802011203,"Craig Creek-Mill Creek","JU-L","JU48",NA
"2-CRG047.95","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 616 dnstr of New Castle",2,"FP","AMBNT",37.5112,-80.0876,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Rolands Run Branch-Craig Creek",20802011201,"Craig Creek-Rolands Run Branch","JU-L","JU46","VARS11-232"
"2-CRG048.53","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 616 - BELOW NEW CASTLE STP - CRAIG CO",2,"TM","AMBNT",37.50191667,-80.10447222,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Broad Run-Craig Creek",20802011003,"Craig Creek-Broad Run","JU-J","JU43",NA
"2-CRG062.29","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 621 BRIDGE",2,"AW","AMBNT",37.40777778,-80.1775,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Broad Run-Craig Creek",20802011003,"Craig Creek-Broad Run","JU-J","JU43",NA
"2-CRG074.47","AWTSHD","STREAM","WCRO","Blue Ridge","USFS Recreation area along Rt 621",2,"TM","AMBNT",37.33440278,-80.33118611,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Trout Creek-Craig Creek",20802011001,"Craig Creek-Trout Creek","JU-J","JU41",NA
"2-CSR003.94","APROB","STREAM","WCRO","Blue Ridge","Rt. 600 Crossing",2,"RB","AMBNT",37.72799167,-80.10519722,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Cast Steel Run-Potts Creek",20802010404,"Potts Creek-Cast Steel Run","JU-D","JU19","VAEQ99-596"
"2-CVA002.15","SSTUDY","STREAM","WCRO","Blue Ridge","West of Nimrod Rd at trail crossing",2,"RB","AMBNT",37.580008,-80.131643,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Barbours Creek",20802011202,"Barbours Creek","JU-L","JU47",NA
"2-CWP002.58","ATRND","STREAM","WCRO","Blue Ridge","RT. 633 BRIDGE, E OF IRON GATE",2,"TR","AMBNT",37.79194444,-79.75944444,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Simpson Creek-Cowpasture River",20802010803,"Cowpasture River-Simpson Creek","JU-H","JU36","2016000"
"2-DCK003.58","APROB","STREAM","WCRO","Blue Ridge","Rt. 658 Bridge",2,"PA","AMBNT",37.46008333,-80.35255556,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Upper Johns Creek",20802011101,"Upper Johns Creek","JU-K","JU44",NA
"2-DCK003.94","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 658 north of Blue Healing Spring",2,"FP","AMBNT",37.46334445,-80.34827222,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Upper Johns Creek",20802011101,"Upper Johns Creek","JU-K","JU44","VAEQ99-481"
"2-DKR001.68","AWTSHD","STREAM","SCRO","Blue Ridge","Ducker Creek @ rt 725",2,"RB","AMBNT",37.36444445,-78.53722222,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Ducker Creek-Appomattox River",20802070205,"Appomattox River-Ducker Creek","JA-B","JA05",NA
"2-DNP001.98","ATRND","STREAM","WCRO","Blue Ridge","BRIDGE ABOVE BOYS HOME - ALLEGHANY COUNT",2,"TR","AMBNT",37.80333333,-80.02166667,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Jerrys Run-Dunlap Creek",20802010304,"Dunlap Creek-Jerrys Run","JU-C","JU15",NA
"2-DNP018.47","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 159 Bridge north of Crows",2,"AW","AMBNT",37.73455278,-80.19107778,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Cove Run-Dunlap Creek",20802010302,"Dunlap Creek-Cove Run","JU-C","JU13",NA
"2-DPC017.07","AWTSHD","STREAM","PRO","Blue Ridge","DEEP CREEK, RT. 614 BRIDGE",2,"AW","AMBNT",37.20916667,-77.98666667,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Little Creek-Deep Creek",20802070701,"Deep Creek-Little Creek","JA-G","JA29",NA
"2-DPC019.03","AWTSHD","STREAM","PRO","Blue Ridge","DEEP CREEK, RT. 611 BRIDGE",7114,"TM","AMBNT",37.19416667,-78.00916667,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Little Creek-Deep Creek",20802070701,"Deep Creek-Little Creek","JA-G","JA29",NA
"2-DVD000.23","AWTSHD","STREAM","SCRO","Blue Ridge","DAVIDS CR., RT 605",2,"AW","AMBNT",37.54944445,-78.82083333,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","David Creek",20802030801,"David Creek","JM-H","JM19",NA
"2-ELS000.08","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 643 Bridge Botetourt County",2,"TM","AMBNT",37.49138611,-79.73630556,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Mill Creek-Looney Creek",20802011403,"Looney Creek-Mill Creek","JU-N","JU55",NA
"2-FAS000.20","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 687 BRIDGE - ALLEGHANY COUNTY",2,"RB","AMBNT",37.88777778,-79.97916667,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Falling Spring Creek-Jackson River",20802010502,"Jackson River-Falling Spring Creek","JU-E","JU10",NA
"2-FAS001.08","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 640 Bridge Alleghany Co.",2,"RB","AMBNT",37.88400833,-79.96574722,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Falling Spring Creek-Jackson River",20802010502,"Jackson River-Falling Spring Creek","JU-E","JU10",NA
"2-FAS002.67","BIOMON","STREAM","WCRO","Blue Ridge","Downstream of Hydro Diversion",2,"RB","AMBNT",37.86878333,-79.94982778,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Falling Spring Creek-Jackson River",20802010502,"Jackson River-Falling Spring Creek","JU-E","JU10",NA
"2-FAS002.75","BIOMON","STREAM","WCRO","Blue Ridge","Upstream of Hydro Diversion",2,"RB","AMBNT",37.86841667,-79.94878333,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Falling Spring Creek-Jackson River",20802010502,"Jackson River-Falling Spring Creek","JU-E","JU10",NA
"2-FLA028.98","AWTSHD","STREAM","PRO","Blue Ridge","Flat Creek at Rt. 629, Bob White Rd",7114,"TM","AMBNT",37.25136111,-78.18636111,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Little Creek-Flat Creek",20802070501,"Flat Creek-Little Creek","JA-E","JA24",NA
"2-FRY000.35","SSTUDY","STREAM","SCRO","Blue Ridge","Frisby Branch @ Rt.24 Streamside Sample",2,"RB","AMBNT",37.52027778,-78.61777778,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Grease Creek-Slate River",20802031301,"Slate River-Grease Creek","JM-M","JM51",NA
"2-FSP000.53","ATRND","STREAM","SCRO","Blue Ridge","FISHPOND CR., RT 617",2,"TR","AMBNT",37.36888889,-78.64555556,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Fishpond Creek-Appomattox River",20802070203,"Appomattox River-Fishpond Creek","JA-B","JA03",NA
"2-GRD001.62","AWTSHD","STREAM","SCRO","Blue Ridge","Grease Creek @ Rt 24",2,"AW","AMBNT",37.51188889,-78.61811111,2,"Mid Atlantic","James River Basin","MIDDLE JAMES-BUFFALO",2080203,"Middle James Buffalo","Grease Creek-Slate River",20802031301,"Slate River-Grease Creek","JM-M","JM51",NA
"2-GRF000.98","AWTSHD","STREAM","SCRO","Blue Ridge","Green Cr @ rt 600, Cumb Co",2,"AW","AMBNT",37.33111111,-78.315,2,"Mid Atlantic","James River Basin","APPOMATTOX",2080207,"Appomattox","Angola Creek-Appomattox River",20802070402,"Appomattox River-Angola Creek","JA-D","JA16",NA
"2-HAM000.37","APROB","STREAM","WCRO","Blue Ridge","Along Rhodes Ln. (Rt. 663)",2,"FP","AMBNT",37.4128,-80.021,2,"Mid Atlantic","James River Basin","UPPER JAMES",2080201,"Upper James","Little Catawba Creek-Catawba Creek",20802011301,"Catawba Creek-Little Catawba Creek","JU-M","JU52","VARS11-015"
